BookingID,CustomerID,DestinationID,HotelID,TransportID,BookingDate,TravelDate,Travellers,Nights,BookingChannel,BookingStatus,PaymentMethod,HotelAmount,TransportAmount,ActivityAmount,Discount,TotalAmount
B000388,C0017,D019,H026,T008,2025-03-06,2025-03-17,3,9,Agent,Confirmed,Wallet,102276,102612,22497,7298.349207594482,220086.65
B000389,C0031,D008,H030,T002,2025-05-28,2025-07-31,1,4,Website,Confirmed,Wallet,17132,14682,5563,5910.420993473989,31466.58
B000390,C0069,D001,H014,T001,2026-04-09,2026-04-22,2,3,Agent,Cancelled,UPI,47118,16508,15448,8768.669263412341,70305.33
B000391,C0005,D007,H002,T009,2026-04-24,2026-05-13,5,5,Agent,Confirmed,UPI,405750,77660,18435,37878.43470414723,463966.57
B000392,C0034,D019,H007,T006,2025-12-14,2025-12-28,1,2,Website,Completed,Wallet,18812,6077,7656,948.4899291225623,31596.51
B000393,C0003,D016,H004,T004,2025-03-08,2025-05-26,2,8,Website,Confirmed,Wallet,260368,39826,11920,62278.68485365935,249835.32
B000394,C0096,D017,H023,T008,2025-03-08,2025-06-04,4,6,Corporate,Cancelled,NetBanking,411672,89884,16800,64067.36273928082,454288.64
B000395,C0073,D019,H030,T009,2025-09-18,2025-11-09,2,5,Mobile App,Confirmed,Card,42830,69014,23436,11887.925684359652,123392.07
B000396,C0025,D003,H017,T004,2025-11-17,2026-01-12,5,5,Agent,Confirmed,NetBanking,343325,60905,6165,30461.77871429166,379933.22
B000397,C0020,D006,H006,T006,2025-01-18,2025-03-17,4,7,Website,Completed,NetBanking,285740,32504,36852,64324.09435681884,290771.91
B000398,C0010,D002,H001,T001,2026-01-09,2026-03-05,1,5,Agent,Confirmed,Wallet,77495,5967,2915,14186.416963218673,72190.58
B000399,C0048,D001,H030,T004,2025-10-24,2025-12-12,2,8,Website,Confirmed,NetBanking,68528,28270,6116,16696.47484482548,86217.53
B000400,C0076,D017,H010,T006,2025-01-07,2025-04-05,4,9,Mobile App,Cancelled,UPI,515016,86548,9100,75258.04485862133,535405.96
B000401,C0059,D019,H004,T002,2025-02-22,2025-04-29,5,9,Agent,Completed,NetBanking,732285,18660,8385,134850.41438768065,624479.59
B000402,C0089,D004,H006,T010,2025-09-05,2025-09-14,5,6,Mobile App,Completed,Wallet,306150,134630,9620,26958.995760756105,423441.0
B000403,C0035,D015,H008,T010,2026-01-29,2026-03-06,5,7,Agent,Completed,Card,242130,84565,50375,53069.294477204305,324000.71
B000404,C0028,D011,H020,T003,2026-03-26,2026-06-21,1,3,Website,Completed,UPI,18153,28072,11152,4641.199623043924,52735.8
B000405,C0048,D002,H027,T004,2025-08-24,2025-09-30,4,1,Mobile App,Completed,UPI,11580,68120,28896,13031.494122869666,95564.51
B000406,C0021,D019,H009,T002,2025-06-10,2025-06-29,1,4,Corporate,Completed,Wallet,8632,6709,659,3194.0896019606175,12805.91
B000407,C0098,D018,H021,T006,2026-06-12,2026-08-29,1,8,Mobile App,Confirmed,Card,15080,2218,10441,5461.9465782305315,22277.05
B000408,C0019,D012,H002,T002,2025-09-07,2025-11-02,4,2,Website,Confirmed,NetBanking,129840,80620,29684,24620.476218111777,215523.52
B000409,C0048,D015,H001,T004,2025-06-21,2025-08-11,3,5,Corporate,Completed,Wallet,232485,58713,19470,35656.20219142835,275011.8
B000410,C0053,D008,H002,T006,2025-08-30,2025-10-07,4,2,Corporate,Completed,UPI,129840,115032,45580,52125.78049789347,238326.22
B000411,C0006,D016,H028,T007,2025-01-07,2025-01-19,5,4,Agent,Confirmed,UPI,305280,154440,26060,95760.4232849961,390019.58
B000412,C0047,D009,H018,T006,2025-06-14,2025-07-19,1,2,Corporate,Confirmed,Wallet,27794,6896,4640,6124.528975456744,33205.47
B000413,C0046,D020,H025,T003,2025-10-08,2025-11-17,3,7,Corporate,Confirmed,NetBanking,48636,36126,28401,1475.2937631945053,111687.71
B000414,C0026,D002,H001,T008,2026-05-16,2026-08-07,5,8,Agent,Confirmed,UPI,619960,42285,32805,44850.14947114053,650199.85
B000415,C0013,D004,H001,T007,2026-02-07,2026-03-08,3,7,Agent,Completed,NetBanking,325479,15222,26232,65795.66181479568,301137.34
B000416,C0005,D020,H026,T008,2026-03-02,2026-03-17,3,7,Website,Confirmed,UPI,79548,4740,25503,16871.637993966022,92919.36
B000417,C0001,D006,H004,T005,2025-10-24,2025-12-02,3,3,Agent,Completed,Wallet,146457,12771,30459,28158.392908682104,161528.61
B000418,C0049,D007,H005,T009,2025-03-02,2025-05-30,5,5,Mobile App,Completed,Wallet,91950,95375,20735,27793.621466240285,180266.38
B000419,C0009,D016,H016,T004,2025-08-02,2025-09-15,1,1,Corporate,Cancelled,Wallet,3330,6587,1328,933.9283978232305,10311.07
B000420,C0096,D004,H019,T009,2026-06-28,2026-08-02,5,4,Mobile App,Confirmed,Card,159100,40105,29960,18481.759435358716,210683.24
B000421,C0025,D011,H007,T003,2025-01-25,2025-03-26,5,5,Corporate,Completed,Card,235150,27235,39730,48878.12769769897,253236.87
B000422,C0066,D006,H014,T003,2026-04-25,2026-06-23,5,7,Agent,Completed,Wallet,274855,128810,49480,26625.014062376613,426519.99
B000423,C0068,D004,H021,T006,2026-01-09,2026-02-06,3,1,Agent,Completed,NetBanking,5655,68385,10713,11608.311141405122,73144.69
B000424,C0050,D020,H014,T006,2025-06-04,2025-08-30,3,8,Corporate,Confirmed,NetBanking,188472,101202,27213,46025.20807244947,270861.79
B000425,C0089,D004,H012,T008,2026-03-01,2026-04-24,2,5,Mobile App,Confirmed,UPI,125180,10470,20140,26314.675516526517,129475.32
B000426,C0012,D002,H003,T003,2026-04-02,2026-04-09,2,8,Mobile App,Completed,NetBanking,86704,16986,19594,7887.355032944746,115396.64
B000427,C0024,D014,H014,T009,2025-01-24,2025-03-02,5,5,Mobile App,Confirmed,NetBanking,196325,83825,48960,48832.63532182414,280277.36
B000428,C0026,D018,H025,T004,2025-02-27,2025-05-21,3,5,Corporate,Confirmed,Card,34740,69732,35562,2982.441263506768,137051.56
B000429,C0014,D003,H019,T006,2025-12-29,2026-02-03,4,7,Corporate,Completed,Wallet,222740,23428,32412,7692.247290284324,270887.75
B000430,C0030,D015,H027,T010,2026-06-29,2026-08-19,1,8,Website,Completed,UPI,23160,8596,4758,3047.721634178317,33466.28
B000431,C0032,D011,H004,T006,2025-01-14,2025-03-10,4,2,Mobile App,Confirmed,NetBanking,130184,62480,22076,2371.8366429051603,212368.16
B000432,C0077,D017,H001,T007,2025-12-29,2026-03-02,4,5,Mobile App,Confirmed,Wallet,309980,8412,36364,67240.33314595152,287515.67
B000433,C0031,D003,H017,T010,2025-03-16,2025-06-02,5,1,Agent,Confirmed,NetBanking,68665,73705,16100,28584.685818283673,129885.31
B000434,C0088,D020,H006,T010,2025-12-21,2026-01-05,1,5,Website,Completed,UPI,51025,26911,7432,835.4743439300356,84532.53
B000435,C0078,D013,H018,T005,2025-12-06,2026-01-22,3,8,Agent,Cancelled,NetBanking,333528,57426,21258,69112.430300932,343099.57
B000436,C0091,D017,H028,T005,2025-02-19,2025-04-08,3,8,Agent,Confirmed,NetBanking,366336,48117,24495,44673.86019369369,394274.14
B000437,C0011,D008,H011,T002,2026-01-06,2026-01-21,3,3,Website,Confirmed,NetBanking,65124,53535,16032,18909.616679584364,115781.38
B000438,C0099,D019,H017,T006,2026-05-04,2026-07-04,1,4,Website,Confirmed,Card,54932,33217,9008,17234.3143231008,79922.69
B000439,C0062,D013,H021,T010,2026-04-16,2026-04-28,3,5,Agent,Confirmed,NetBanking,28275,56802,3963,10274.761665879658,78765.24
B000440,C0099,D003,H005,T005,2025-01-16,2025-02-27,2,4,Mobile App,Completed,Card,29424,38796,18242,2011.5747489619262,84450.43
B000441,C0036,D019,H027,T004,2025-05-15,2025-06-15,4,2,Corporate,Confirmed,NetBanking,23160,130728,39344,99.65401230880695,193132.35
B000442,C0096,D016,H007,T002,2025-05-12,2025-05-27,2,3,Corporate,Confirmed,NetBanking,56436,13550,21372,9079.551468685531,82278.45
B000443,C0059,D007,H025,T004,2025-09-05,2025-11-18,3,4,Corporate,Confirmed,NetBanking,27792,14142,33336,14289.740517000118,60980.26
B000444,C0008,D011,H020,T003,2025-03-19,2025-04-11,4,5,Agent,Confirmed,Wallet,121020,66268,18068,23518.26741339989,181837.73
B000445,C0042,D008,H005,T010,2026-04-11,2026-05-05,1,9,Corporate,Completed,Wallet,33102,12172,1033,3453.9385334903263,42853.06
B000446,C0014,D011,H022,T006,2026-02-28,2026-05-16,4,5,Website,Completed,Wallet,339520,33184,32060,2503.2238643477626,402260.78
B000447,C0095,D020,H006,T002,2026-03-17,2026-06-04,4,4,Mobile App,Completed,Wallet,163280,22012,6148,35032.73192874774,156407.27
B000448,C0031,D018,H018,T001,2025-04-19,2025-04-24,1,6,Website,Confirmed,Wallet,83382,30913,3723,7722.074960228885,110295.93
B000449,C0023,D005,H029,T009,2025-01-08,2025-02-03,1,7,Agent,Completed,UPI,113736,22078,8578,20352.843706137875,124039.16
B000450,C0056,D020,H029,T010,2026-05-12,2026-07-15,5,4,Agent,Confirmed,Card,324960,123225,36685,67322.9584375572,417547.04
B000451,C0043,D009,H027,T008,2025-06-07,2025-08-16,2,5,Mobile App,Completed,NetBanking,28950,10910,14952,2783.168768188762,52028.83
B000452,C0010,D015,H015,T002,2025-12-24,2026-03-23,5,2,Mobile App,Completed,Card,161570,64655,45690,3468.412133853626,268446.59
B000453,C0082,D016,H017,T001,2026-05-11,2026-06-30,3,8,Agent,Confirmed,NetBanking,329592,66891,7182,31082.235571313948,372582.76
B000454,C0085,D010,H010,T002,2025-01-20,2025-01-22,2,8,Website,Completed,UPI,228896,38362,19192,18168.43578273318,268281.56
B000455,C0075,D010,H028,T008,2025-01-03,2025-03-22,2,2,Agent,Confirmed,UPI,61056,49556,14490,17520.69520234514,107581.3
B000456,C0062,D010,H015,T008,2025-01-03,2025-01-19,4,4,Agent,Completed,NetBanking,258512,95708,21324,61572.87951001573,313971.12
B000457,C0041,D018,H024,T009,2025-03-27,2025-04-08,1,3,Website,Confirmed,Wallet,17109,15346,5832,1703.35353913501,36583.65
B000458,C0055,D008,H011,T001,2025-01-29,2025-03-31,3,9,Website,Confirmed,Card,195372,83175,19050,31439.996334451982,266157.0
B000459,C0053,D006,H023,T002,2026-03-23,2026-05-17,2,1,Mobile App,Confirmed,Card,34306,20394,13658,555.181082151991,67802.82
B000460,C0017,D008,H007,T010,2025-11-27,2025-12-04,1,2,Agent,Confirmed,NetBanking,18812,4184,4339,1171.3365839772364,26163.66
B000461,C0009,D004,H023,T010,2026-06-19,2026-07-05,2,3,Mobile App,Confirmed,Card,102918,64196,6128,26393.820805841664,146848.18
B000462,C0026,D008,H002,T008,2026-03-13,2026-05-05,3,6,Mobile App,Confirmed,UPI,292140,6762,7329,48592.632216337835,257638.37
B000463,C0046,D003,H004,T002,2026-06-09,2026-07-03,4,3,Agent,Completed,NetBanking,195276,44008,17672,39900.357062144314,217055.64
B000464,C0017,D002,H011,T001,2025-05-11,2025-07-12,1,5,Website,Confirmed,Wallet,36180,5334,3495,1281.7476231594103,43727.25
B000465,C0011,D015,H015,T001,2025-06-06,2025-07-14,5,7,Agent,Confirmed,NetBanking,565495,46330,32175,70973.27289793215,573026.73
B000466,C0086,D002,H022,T007,2026-04-08,2026-05-31,5,8,Website,Cancelled,Wallet,679040,73660,54945,68279.6674766252,739365.33
B000467,C0038,D012,H011,T009,2025-05-14,2025-06-26,4,1,Website,Cancelled,NetBanking,28944,23364,6972,11755.061534802593,47524.94
B000468,C0059,D016,H001,T007,2025-02-01,2025-03-07,5,2,Website,Confirmed,Wallet,154990,85670,20265,34132.63611680927,226792.36
B000469,C0053,D015,H010,T003,2025-12-31,2026-02-01,3,1,Mobile App,Confirmed,UPI,42918,97695,3195,26897.908471887404,116910.09
B000470,C0074,D009,H014,T008,2026-03-13,2026-05-15,5,9,Website,Completed,UPI,353385,30355,58545,12857.251930131364,429427.75
B000471,C0074,D004,H017,T001,2026-06-12,2026-07-29,4,6,Corporate,Completed,UPI,329592,130160,34232,44544.83658782871,449439.16
B000472,C0030,D019,H020,T009,2026-05-21,2026-07-14,3,5,Mobile App,Confirmed,Wallet,90765,45819,9828,22594.522389340087,123817.48
B000473,C0085,D017,H008,T009,2025-03-07,2025-04-28,1,8,Corporate,Completed,NetBanking,55344,21347,5263,6029.482448600723,75924.52
B000474,C0038,D013,H019,T008,2026-02-25,2026-03-17,3,6,Corporate,Confirmed,UPI,143190,48882,26445,27642.771810801285,190874.23
B000475,C0084,D002,H019,T009,2026-04-07,2026-06-28,5,3,Corporate,Confirmed,Wallet,119325,60535,57565,24298.17765516328,213126.82
B000476,C0041,D001,H024,T006,2026-01-16,2026-03-08,5,5,Corporate,Completed,Card,142575,25770,35495,40438.97815499912,163401.02
B000477,C0012,D007,H016,T005,2026-03-23,2026-05-27,3,7,Website,Completed,NetBanking,69930,64128,10845,5038.930534621983,139864.07
B000478,C0077,D004,H025,T004,2026-04-02,2026-06-20,2,1,Mobile App,Completed,UPI,4632,64416,17028,16102.214859847216,69973.79
B000479,C0004,D018,H007,T010,2025-09-01,2025-11-23,4,6,Agent,Confirmed,UPI,225744,75784,33544,26911.036526555654,308160.96
B000480,C0078,D005,H022,T007,2025-01-22,2025-03-23,1,5,Agent,Confirmed,Card,84880,21571,7905,10703.560732608377,103652.44
B000481,C0005,D006,H002,T002,2025-09-06,2025-11-16,1,1,Website,Confirmed,UPI,16230,23065,1028,4262.962751206204,36060.04
B000482,C0021,D020,H004,T010,2025-04-20,2025-06-02,3,3,Agent,Confirmed,NetBanking,146457,43545,25881,11457.625358273905,204425.37
B000483,C0061,D017,H026,T001,2025-03-03,2025-05-08,5,5,Corporate,Confirmed,UPI,94700,27700,3625,24288.985841005036,101736.01
B000484,C0095,D005,H015,T006,2025-03-10,2025-04-09,2,4,Corporate,Confirmed,UPI,129256,36962,21826,34279.94000423415,153764.06
B000485,C0041,D008,H019,T002,2026-01-16,2026-03-21,3,3,Mobile App,Confirmed,NetBanking,71595,91827,31926,38011.013103217854,157336.99
B000486,C0013,D011,H019,T007,2025-10-02,2025-10-11,2,6,Website,Completed,Card,95460,24050,13958,26611.372292732125,106856.63
B000487,C0024,D014,H021,T005,2025-10-22,2026-01-12,3,4,Mobile App,Confirmed,NetBanking,22620,92082,23787,18551.98907630353,119937.01
B000488,C0090,D019,H008,T005,2026-02-11,2026-03-06,1,5,Mobile App,Confirmed,NetBanking,34590,30120,1280,5961.345173644219,60028.65
B000489,C0073,D018,H006,T007,2025-10-26,2025-12-24,3,8,Mobile App,Completed,Wallet,244920,29100,31665,52011.31853577959,253673.68
B000490,C0011,D020,H002,T008,2025-12-10,2025-12-12,3,1,Mobile App,Confirmed,Wallet,48690,62289,10842,579.98680458012,121241.01
B000491,C0039,D001,H026,T004,2025-02-16,2025-03-03,2,4,Mobile App,Completed,UPI,30304,53086,7028,15089.02898298111,75328.97
B000492,C0027,D005,H007,T010,2026-04-09,2026-07-06,2,1,Website,Confirmed,NetBanking,18812,36158,17288,7186.5787074877835,65071.42
B000493,C0018,D012,H018,T005,2025-09-02,2025-11-16,4,9,Mobile App,Confirmed,NetBanking,500292,99712,45188,86871.2351428009,558320.76
B000494,C0085,D001,H014,T002,2025-03-26,2025-04-16,1,2,Mobile App,Completed,NetBanking,15706,32014,6181,4032.291350484501,49868.71
B000495,C0062,D008,H005,T001,2026-03-20,2026-04-02,1,8,Website,Completed,Wallet,29424,22513,6336,4296.155409056192,53976.84
B000496,C0018,D004,H013,T003,2026-02-05,2026-04-19,1,2,Corporate,Completed,UPI,16890,29572,6808,337.91454604719775,52932.09
B000497,C0066,D019,H003,T007,2025-01-29,2025-04-28,5,3,Agent,Completed,Card,81285,141660,19240,20527.088641690116,221657.91
B000498,C0042,D002,H006,T006,2025-04-16,2025-05-02,2,6,Corporate,Confirmed,Wallet,122460,57456,14720,15896.085435927347,178739.91
B000499,C0007,D003,H005,T004,2025-01-09,2025-03-10,1,8,Agent,Completed,Wallet,29424,30053,11551,3193.2924766970737,67834.71
B000500,C0045,D004,H025,T005,2025-05-28,2025-06-23,5,2,Website,Completed,UPI,23160,45285,24500,4597.492331830738,88347.51
B000501,C0019,D003,H018,T009,2025-02-24,2025-05-02,1,2,Corporate,Cancelled,Card,27794,2114,9390,4591.103446445965,34706.9
B000502,C0025,D012,H028,T006,2026-01-22,2026-03-01,2,8,Mobile App,Confirmed,Card,244224,13258,18798,17558.778828962782,258721.22
B000503,C0088,D008,H014,T001,2025-10-12,2025-10-25,1,3,Agent,Confirmed,UPI,23559,9863,10284,7257.397987101934,36448.6
B000504,C0072,D019,H007,T001,2026-06-19,2026-07-19,4,2,Mobile App,Completed,UPI,75248,98472,35280,4655.897466625379,204344.1
B000505,C0014,D006,H019,T005,2026-02-13,2026-04-03,4,7,Mobile App,Confirmed,NetBanking,222740,74332,44384,39448.06657554562,302007.93
B000506,C0086,D011,H028,T005,2025-11-30,2026-02-10,4,1,Mobile App,Confirmed,NetBanking,61056,68796,34856,5272.129383525454,159435.87
B000507,C0058,D014,H016,T009,2025-10-05,2025-10-08,2,8,Mobile App,Confirmed,NetBanking,53280,3608,23450,8487.559097110377,71850.44
B000508,C0088,D013,H001,T006,2025-01-30,2025-04-26,2,8,Agent,Confirmed,Card,247984,48808,17452,34726.84593976319,279517.15
B000509,C0075,D016,H010,T008,2025-02-08,2025-04-08,5,8,Agent,Confirmed,Wallet,572240,68510,50620,88813.07030665867,602556.93
B000510,C0034,D005,H028,T006,2025-12-02,2026-02-19,5,3,Website,Confirmed,NetBanking,228960,134905,53695,35695.1121966539,381864.89
B000511,C0054,D011,H016,T004,2025-01-03,2025-03-27,1,2,Website,Confirmed,Wallet,6660,5277,11809,2419.5971746158552,21326.4
B000512,C0054,D017,H029,T007,2025-01-24,2025-02-08,4,4,Corporate,Confirmed,Card,259968,45572,29388,12121.219559775083,322806.78
B000513,C0072,D018,H016,T007,2025-04-30,2025-05-10,5,4,Agent,Completed,UPI,66600,16660,43335,11723.08563997413,114871.91
B000514,C0025,D013,H001,T008,2026-04-27,2026-07-06,3,9,Corporate,Confirmed,Card,418473,33105,34863,36291.45510028316,450149.54
B000515,C0034,D014,H027,T002,2025-09-08,2025-09-26,4,6,Agent,Confirmed,NetBanking,69480,129728,19488,29136.041612700163,189559.96
B000516,C0025,D018,H023,T007,2026-01-22,2026-02-06,1,9,Agent,Confirmed,Card,154377,17942,1870,15148.232238825884,159040.77
B000517,C0030,D013,H022,T003,2025-08-13,2025-09-25,1,7,Corporate,Confirmed,Wallet,118832,16225,10669,22714.06828614872,123011.93
B000518,C0017,D019,H030,T008,2025-04-05,2025-06-26,1,7,Agent,Cancelled,UPI,29981,10663,7767,4124.5406968102025,44286.46
B000519,C0004,D003,H006,T008,2025-07-22,2025-10-02,1,2,Mobile App,Completed,NetBanking,20410,10373,5427,1707.4548346774086,34502.55
B000520,C0095,D007,H028,T007,2025-02-19,2025-04-07,5,1,Agent,Confirmed,Card,76320,119270,43720,13099.289466795775,226210.71
B000521,C0008,D003,H007,T010,2026-02-24,2026-03-15,4,1,Website,Confirmed,UPI,37624,138012,3500,1622.442816403082,177513.56
B000522,C0089,D002,H030,T006,2025-04-11,2025-05-12,4,6,Mobile App,Confirmed,NetBanking,102792,106060,23952,25139.051756626854,207664.95
B000523,C0001,D010,H006,T001,2025-07-25,2025-09-25,2,2,Agent,Confirmed,Wallet,40820,52378,7104,16667.802883394015,83634.2
B000524,C0078,D005,H017,T007,2026-06-19,2026-07-04,5,9,Website,Confirmed,NetBanking,617985,86565,19070,111308.92265746601,612311.08
B000525,C0033,D009,H024,T008,2025-11-19,2026-01-06,1,2,Agent,Confirmed,UPI,11406,4804,11647,2439.1002327581596,25417.9
B000526,C0052,D009,H003,T002,2025-09-07,2025-09-10,5,9,Agent,Confirmed,UPI,243855,128735,34125,15953.018048520056,390761.98
B000527,C0029,D013,H003,T002,2025-10-23,2025-11-22,1,7,Mobile App,Completed,Card,37933,28592,2114,11853.741740698773,56785.26
B000528,C0050,D019,H026,T003,2026-03-04,2026-03-27,1,1,Website,Confirmed,NetBanking,3788,18599,4694,307.53743659489953,26773.46
B000529,C0046,D017,H002,T009,2025-05-19,2025-07-19,1,1,Agent,Confirmed,Card,16230,4565,3290,1923.0558673004139,22161.94
B000530,C0053,D008,H019,T006,2025-12-13,2026-03-05,4,4,Corporate,Confirmed,Card,127280,101524,43816,46706.084023342555,225913.92
B000531,C0040,D007,H029,T010,2026-04-21,2026-05-05,2,4,Agent,Confirmed,Wallet,129984,64710,7698,15915.163223422025,186476.84
B000532,C0054,D016,H019,T009,2025-11-08,2026-01-19,3,3,Mobile App,Confirmed,UPI,71595,27108,13809,2652.4809931614154,109859.52
B000533,C0083,D003,H015,T006,2025-09-01,2025-10-30,3,5,Agent,Confirmed,UPI,242355,20523,13026,14675.306188681307,261228.69
B000534,C0044,D011,H013,T007,2025-03-21,2025-06-16,4,2,Mobile App,Confirmed,UPI,67560,105004,10080,21918.355471539813,160725.64
B000535,C0037,D009,H020,T004,2025-05-16,2025-08-06,2,2,Mobile App,Confirmed,Wallet,24204,25232,18944,2079.243073630951,66300.76
B000536,C0014,D004,H018,T001,2026-05-31,2026-06-10,1,7,Mobile App,Completed,Card,97279,25456,7128,17010.37326994577,112852.63
B000537,C0036,D013,H016,T004,2025-10-22,2025-12-28,2,9,Website,Completed,UPI,59940,50112,11050,10612.457238418212,110489.54
B000538,C0013,D007,H005,T006,2025-06-14,2025-08-07,2,3,Corporate,Confirmed,Card,22068,20862,10106,3546.9363131034397,49489.06
B000539,C0019,D004,H020,T002,2025-08-17,2025-08-28,4,9,Agent,Confirmed,Wallet,217836,11660,32664,12632.204794790528,249527.8
B000540,C0096,D014,H023,T003,2025-11-12,2025-12-06,4,4,Website,Completed,NetBanking,274448,80500,6408,59503.04607384742,301852.95
B000541,C0009,D004,H022,T001,2025-10-20,2026-01-11,1,4,Corporate,Completed,UPI,67904,15160,11215,7479.604618580407,86799.4
B000542,C0049,D014,H003,T008,2026-01-17,2026-03-07,4,1,Website,Confirmed,UPI,21676,120608,27980,25147.286735835747,145116.71
B000543,C0084,D004,H022,T009,2025-05-21,2025-06-21,1,4,Agent,Confirmed,UPI,67904,13492,3118,7443.235750111182,77070.76
B000544,C0096,D009,H022,T009,2025-12-20,2026-01-19,4,5,Website,Confirmed,Wallet,339520,39436,26740,7454.030050243773,398241.97
B000545,C0015,D017,H006,T004,2025-08-30,2025-11-13,2,6,Mobile App,Completed,UPI,122460,60630,20596,17944.980011583724,185741.02
B000546,C0017,D005,H026,T006,2026-05-28,2026-06-23,2,2,Agent,Confirmed,Card,15152,52310,4982,7355.786703035537,65088.21
B000547,C0038,D016,H016,T010,2025-03-28,2025-04-12,3,2,Corporate,Confirmed,Card,19980,66645,19572,9724.293484483229,96472.71
B000548,C0056,D015,H015,T006,2025-03-22,2025-05-13,2,4,Corporate,Confirmed,NetBanking,129256,66914,14744,34431.360878335036,176482.64
B000549,C0096,D019,H022,T003,2025-09-09,2025-12-07,4,1,Corporate,Confirmed,NetBanking,67904,110920,39260,39728.42112094,178355.58
B000550,C0021,D004,H016,T004,2025-10-05,2025-10-23,5,2,Website,Confirmed,Wallet,33300,152595,35120,34777.977780353336,186237.02
B000551,C0017,D015,H017,T008,2026-01-12,2026-02-05,5,6,Website,Completed,Card,411990,141330,44840,69719.36452530154,528440.64
B000552,C0026,D019,H010,T005,2025-08-09,2025-09-21,3,9,Corporate,Confirmed,Card,386262,44850,28188,49737.59337657226,409562.41
B000553,C0088,D016,H028,T009,2026-05-13,2026-06-01,3,6,Corporate,Confirmed,Card,274752,10764,32241,40966.25117680071,276790.75
B000554,C0004,D004,H030,T009,2025-09-16,2025-11-14,3,2,Mobile App,Confirmed,UPI,25698,65523,13974,6055.661606788,99139.34
B000555,C0039,D017,H004,T001,2025-03-12,2025-04-05,4,9,Website,Completed,NetBanking,585828,108492,34376,118317.90988023244,610378.09
B000556,C0012,D003,H022,T008,2025-03-06,2025-03-19,3,5,Agent,Confirmed,NetBanking,254640,104172,10080,63216.88758651394,305675.11
B000557,C0016,D012,H001,T004,2026-06-15,2026-07-09,3,7,Website,Confirmed,Card,325479,72999,30627,22932.84416142788,406172.16
B000558,C0092,D010,H012,T006,2025-03-15,2025-06-06,3,2,Website,Confirmed,Wallet,75108,61626,34317,30885.591464113684,140165.41
B000559,C0001,D011,H030,T003,2026-06-01,2026-08-24,2,6,Corporate,Completed,UPI,51396,41572,7766,17099.24844371533,83634.75
B000560,C0033,D011,H006,T004,2025-06-01,2025-07-17,3,1,Mobile App,Completed,Wallet,30615,16059,20862,5733.627665739763,61802.37
B000561,C0092,D001,H012,T004,2025-02-20,2025-03-29,4,6,Website,Completed,NetBanking,300432,6988,39824,63128.973235098674,284115.03
B000562,C0061,D011,H007,T001,2025-06-16,2025-08-29,3,2,Agent,Completed,UPI,56436,9063,2436,1636.4046089169613,66298.6
B000563,C0008,D019,H022,T008,2025-12-02,2025-12-21,5,9,Mobile App,Confirmed,NetBanking,763920,159065,43035,5407.115185396387,960612.88
B000564,C0047,D009,H014,T002,2025-08-22,2025-10-20,5,1,Agent,Confirmed,Wallet,39265,139875,49690,15920.473140137492,212909.53
B000565,C0098,D006,H018,T004,2026-03-05,2026-05-05,3,6,Corporate,Confirmed,Card,250146,30645,31557,35322.541931464715,277025.46
B000566,C0041,D020,H029,T002,2025-11-29,2026-02-01,5,2,Website,Completed,Card,162480,78455,13810,17905.649767835,236839.35
B000567,C0053,D002,H016,T002,2025-08-07,2025-08-28,1,7,Agent,Completed,Wallet,23310,17701,9207,9461.751489901666,40756.25
B000568,C0054,D010,H023,T004,2025-12-12,2026-02-15,5,5,Corporate,Confirmed,UPI,428825,48840,47695,26762.913187282204,498597.09
B000569,C0067,D011,H003,T010,2026-06-14,2026-08-08,2,9,Mobile App,Completed,UPI,97542,31318,1064,7307.273789827044,122616.73
B000570,C0019,D010,H007,T010,2025-08-13,2025-10-31,3,6,Corporate,Confirmed,NetBanking,169308,39441,25827,29783.064408064387,204792.94
B000571,C0084,D019,H029,T004,2025-03-25,2025-04-11,2,4,Mobile App,Confirmed,Wallet,129984,49550,15402,150.64195363264602,194785.36
B000572,C0099,D009,H026,T006,2025-08-11,2025-10-05,3,1,Mobile App,Confirmed,NetBanking,11364,80613,34923,18465.397988759727,108434.6
B000573,C0015,D020,H020,T010,2026-04-03,2026-06-17,2,6,Corporate,Completed,UPI,72612,9594,1988,6356.133131909056,77837.87
B000574,C0082,D002,H012,T003,2025-04-29,2025-05-25,4,4,Agent,Completed,NetBanking,200288,68340,46416,61606.71984276291,253437.28
B000575,C0082,D015,H006,T010,2026-06-02,2026-08-08,1,1,Corporate,Confirmed,Card,10205,34706,7071,7188.253864174479,44793.75
B000576,C0075,D012,H026,T002,2025-11-17,2025-11-27,5,6,Corporate,Cancelled,Wallet,113640,152970,18275,2975.051495726662,281909.95
B000577,C0038,D005,H024,T003,2025-11-24,2026-01-28,5,2,Agent,Completed,NetBanking,57030,140455,24780,4117.583982006954,218147.42
B000578,C0047,D005,H008,T004,2025-06-22,2025-08-16,3,3,Website,Completed,Card,62262,78360,27942,2972.3937551127724,165591.61
B000579,C0084,D015,H018,T001,2026-05-17,2026-06-04,3,1,Mobile App,Completed,NetBanking,41691,4932,35862,15715.409421437396,66769.59
B000580,C0016,D013,H019,T009,2025-01-20,2025-01-27,4,4,Corporate,Confirmed,NetBanking,127280,136516,16572,38357.23250161853,242010.77
B000581,C0083,D013,H015,T009,2025-06-12,2025-08-18,1,2,Agent,Completed,NetBanking,32314,26128,11812,6008.206487215378,64245.79
